Number of unique user ids: 903
Number of unique bid requests: 956
[id: CEE92077-CA69-49C4-9472-2F57D14618F8, coordinate: lat: 35.6280251, lng: -92.3768539, time: 2014-09-15 01:41:13, id: CEE92077-CA69-49C4-9472-2F57D14618F8, coordinate: lat: 35.6280251, lng: -92.3768539, time: 2014-09-15 01:41:39]
[id: da136a28-ee41-42b7-a1c0-1045145073f6, coordinate: lat: 39.6576576, lng: -84.0435181, time: 2014-09-15 01:41:33]
[id: 9B9E9E13-2D03-4DEB-A0ED-6A2C69FF04F5, coordinate: lat: 45.970989, lng: -66.628862, time: 2014-09-15 01:41:17, id: 9B9E9E13-2D03-4DEB-A0ED-6A2C69FF04F5, coordinate: lat: 45.970989, lng: -66.628862, time: 2014-09-15 01:41:47]
[id: c1a921027c8b3bc17692b5f095850a5eed1afa5b, coordinate: lat: 42.5116, lng: -93.2883, time: 2014-09-15 01:41:54]
[id: 7394FBD1-7B74-4FEB-899C-22F8F0BF849E, coordinate: lat: 33.109647, lng: -96.100083, time: 2014-09-15 01:41:48]
[id: 05B63E52-337E-4FEB-9D79-8737831416A0, coordinate: lat: 45.4301, lng: -71.8901, time: 2014-09-15 01:41:08]
[id: 3A663FF1-3167-4D21-8A53-89F9797845B2, coordinate: lat: 39.957756, lng: -75.2319412, time: 2014-09-15 01:41:26]
[id: dd598ce6471e29340858c8056f2b5fe615097522, coordinate: lat: 31.2920551, lng: -96.5586624, time: 2014-09-15 01:41:49]
[id: 0BC6F69D-6D6C-4D07-A027-65809C484548, coordinate: lat: 37.5488548, lng: -77.3959808, time: 2014-09-15 01:41:52]
[id: d273d0e85f23e629d9a118832247caa796ac1ca1, coordinate: lat: 35.184366, lng: -84.811843, time: 2014-09-15 01:41:31]
[id: e513223c81e676e6a0290f66bd690bb898e9210a, coordinate: lat: 43.06301, lng: -76.151088, time: 2014-09-15 01:41:39]
[id: E9180A0E-6BB5-480B-8F9F-C6A500BFF081, coordinate: lat: 40.4965019, lng: -74.4020462, time: 2014-09-15 01:41:56]
[id: 170AE48D-A24F-41E8-BD83-43087D62BACC, coordinate: lat: 39.3312645, lng: -81.3476028, time: 2014-09-15 01:41:14, id: 170AE48D-A24F-41E8-BD83-43087D62BACC, coordinate: lat: 39.3312645, lng: -81.3476028, time: 2014-09-15 01:41:56]
[id: dd4d2cb9a405d3c19fbe313a4d831c291cae01f5, coordinate: lat: 35.05501763, lng: -89.85211136, time: 2014-09-15 01:41:38]
